variable,alias
no_durmio_falta_agua-4,h0810-Frecuentemente (11-20 veces en las últimas 4 semana)
no_durmio_falta_agua-5,h0810-Siempre (Más de 20 veces en las últimas 4 semanas)
no_durmio_falta_agua-88,h0810-No aplica
no_durmio_falta_agua-99,h0810-No sabe
no_lavado_manos_falta_agua-1,h0806-Nunca (0 veces en las últimas 4 semanas)
no_lavado_manos_falta_agua-2,h0806-Raramente (1-2 veces en las últimas 4 semanas)
no_lavado_manos_falta_agua-3,h0806-A veces (3-10 veces en las últimas 4 semanas)
no_lavado_manos_falta_agua-4,h0806-Frecuentemente (11-20 veces en las últimas 4 semana)
no_lavado_manos_falta_agua-5,h0806-Siempre (Más de 20 veces en las últimas 4 semanas)
no_lavado_manos_falta_agua-88,h0806-No aplica
no_lavado_manos_falta_agua-99,h0806-No sabe
no_pudo_beber_agua-1,h0808-Nunca (0 veces en las últimas 4 semanas)
no_pudo_beber_agua-2,h0808-Raramente (1-2 veces en las últimas 4 semanas)
no_pudo_beber_agua-3,h0808-A veces (3-10 veces en las últimas 4 semanas)
no_pudo_beber_agua-4,h0808-Frecuentemente (11-20 veces en las últimas 4 semana)
no_pudo_beber_agua-5,h0808-Siempre (Más de 20 veces en las últimas 4 semanas)
no_pudo_beber_agua-88,h0808-No aplica
no_pudo_beber_agua-99,h0808-No sabe
obesidad-1,obesidad-SÍ.
obesidad-0,obesidad-NO.
obtuvo_resultado_covid-1,"h1204-Sí, positivo"
obtuvo_resultado_covid-2,"h1204-Sí, negativo"
obtuvo_resultado_covid-3,h1204-No me entregaron el resultado
origen_agua_entubada-1,h0113-del servicio público de agua?
origen_agua_entubada-2,h0113-de un pozo?
origen_agua_entubada-3,h0113-de una pipa?
origen_agua_entubada-4,h0113-de otra vivienda?
origen_agua_entubada-5,h0113-de otro lugar?
otras_vacunas-1,o_vac1-Sí
otras_vacunas-2,o_vac1-No
otras_vacunas_2-1,o_vac11-Sí
otras_vacunas_2-2,o_vac11-No
otro_apoyo-1,h0601p-Sí
otro_apoyo-2,h0601p-No
otro_apoyo-9,h0601p-No Sabe
otro_origen_agua-1,h0114-la sacan o acarrean de un pozo?
otro_origen_agua-2,h0114-la acarrean de una toma o llave comunitaria?
otro_origen_agua-3,h0114-la traen de otra vivienda?
otro_origen_agua-4,h0114-la trae una pipa?
otro_origen_agua-5,"h0114-la acarrean de un río, arroyo o lago?"
otro_origen_agua-6,h0114-la captan de la lluvia?
otro_trabajo_semana_pasada-1,h0322-ayudó en un negocio familiar?
otro_trabajo_semana_pasada-2,h0322-vendió o hizo algún producto para vender?
otro_trabajo_semana_pasada-3,h0322-ayudó en las labores del campo o en la cría de animales?
otro_trabajo_semana_pasada-4,"h0322-a cambio de un pago, realizó otro tipo de actividad? (cortar"
otro_trabajo_semana_pasada-5,"h0322-tenia trabajo, pero estuvo ausente?"
otro_trabajo_semana_pasada-6,"h0322-no ayudó, ni trabajo?"
padre_col_trig_alto-1,a0705p-SI.
padre_col_trig_alto-2,a0705p-NO.
padre_col_trig_alto-9,a0705p-NO SABE.
padre_diab_azucar_alta-1,a0702p-SI.
padre_diab_azucar_alta-2,a0702p-NO.
padre_diab_azucar_alta-9,a0702p-NO SABE.
padre_presion_alta-1,a0701p-SI.
padre_presion_alta-2,a0701p-NO.
padre_presion_alta-9,a0701p-NO SABE.
padre_tuvo_infarto-1,a0703p-SI.
padre_tuvo_infarto-2,a0703p-NO.
padre_tuvo_infarto-9,a0703p-NO SABE.
parentezco-1,h0305-Jefa(e)
parentezco-2,h0305-Esposa(o) o pareja
parentezco-3,h0305-Hija(o)
parentezco-4,h0305-Nieta(o)
parentezco-5,h0305-Nuera o yerno
parentezco-6,h0305-Madre o Padre
parentezco-7,h0305-Suegra(o)
parentezco-8,h0305-Otro
parentezco-9,h0305-Sin parentesco
perdio_peso-1,an10-No ha habido pérdida de peso
perdio_peso-2,an10-Pérdida de peso entre 1 y 3 kg
perdio_peso-3,an10-Pérdida de peso mayor a 3 kg
perdio_peso-8,an10-No responde
perdio_peso-9,an10-No sabe
perdion_peso_intensional-1,a0109-SI.
perdion_peso_intensional-2,a0109-NO.
persona_que_violento-1,a1209-Pareja
persona_que_violento-2,a1209-Familiar
persona_que_violento-3,a1209-Amigo(a)
persona_que_violento-4,a1209-Novio(a)
persona_que_violento-5,a1209-Vecino(a) u otro(a) conocido(a)
persona_que_violento-6,a1209-Desconocido(a)
persona_que_violento-7,a1209-Policia
persona_que_violento-9,a1209-No responde
personas_5_menos-1,h0901b-Sí
personas_5_menos-2,h0901b-No
personas_60_mas-1,h0901a-Sí
personas_60_mas-2,h0901a-No
personas_embarazadas-1,h0901c-Sí
personas_embarazadas-2,h0901c-No
peso_normal-1,peso_normal-SÍ.
peso_normal-0,peso_normal-NO.
poca_variedad_alimentos_adulto-1,h0704-Sí
poca_variedad_alimentos_adulto-2,h0704-No
poca_variedad_alimentos_adulto-8,h0704-No responde
poca_variedad_alimentos_adulto-9,h0704-No sabe
poca_variedad_alimentos_menor-1,h0711-Sí
poca_variedad_alimentos_menor-2,h0711-No
poca_variedad_alimentos_menor-8,h0711-No responde
poca_variedad_alimentos_menor-9,h0711-No sabe
por_que_no_vacunarse-1,h1609-Creo(e) que la vacuna no sirve
por_que_no_vacunarse-2,h1609-Creo(e) que la vacuna tiene efectos adversos/consecuencias n
por_que_no_vacunarse-3,h1609-Me(Le) quedaría muy lejos el lugar donde las aplican
por_que_no_vacunarse-4,h1609-Las filas son muy largas
por_que_no_vacunarse-5,"h1609-COVID no es un problema, no existe"
por_que_no_vacunarse-6,"h1609-Prefiero(e) esperar, ver cómo avanza esto"
por_que_no_vacunarse-7,"h1609-No confío(a) en el sistema, en el gobierno"
por_que_no_vacunarse-8,h1609-Porque no me(le) dejarían salir en mi(su) trabajo
por_que_no_vacunarse-9,h1609-Porque tengo (tiene) una discapacidad
por_que_no_vacunarse-10,h1609-Porque no tengo (tiene) quién me(le) acompañe
por_que_no_vacunarse-88,h1609-Otro (especificar)
pos_parto_anticoncepcion-1,a0821h-Si.
pos_parto_anticoncepcion-2,a0821h-No.
pos_parto_anticoncepcion-9,a0821h-NS/NR.
pos_parto_anticonceptivo-1,a0822-Antes de salir del hospital.
pos_parto_anticonceptivo-2,a0822-Durante el primer mes después de haber salido del hospital.
pos_parto_anticonceptivo-3,a0822-Después del primer mes.
pos_parto_anticonceptivo-8,a0822-No recuerda en qué momento.
pos_parto_anticonceptivo-9,a0822-NS/NR.
pos_parto_coagulos-1,a0821d-Si.
pos_parto_coagulos-2,a0821d-No.
pos_parto_coagulos-9,a0821d-NS/NR.
pos_parto_cual_anticonceptivo-1,a0823-Condón o preservativo masculino.
pos_parto_cual_anticonceptivo-2,a0823-Condón femenino.
pos_parto_cual_anticonceptivo-3,a0823-Pastillas o píldoras.
pos_parto_cual_anticonceptivo-4,a0823-Inyecciones.
pos_parto_cual_anticonceptivo-5,a0823-Parche anticonceptivo.
pos_parto_cual_anticonceptivo-6,"a0823-Dispositivo, DIU o aparato."
pos_parto_cual_anticonceptivo-7,"a0823-Implantes, tubos o norplant."
pos_parto_cual_anticonceptivo-8,"a0823-Óvulos, jaleas, espuma o diafragma."
pos_parto_cual_anticonceptivo-9,"a0823-Operación femenina, OTB o ligadura de trompas."
pos_parto_cual_anticonceptivo-10,a0823-Operación masculina o vasectomía.
pos_parto_cual_anticonceptivo-77,a0823-Otro (especifique).
pos_parto_cual_anticonceptivo-88,a0823-No recuerda.
pos_parto_cual_anticonceptivo-99,a0823-NS/NR.
pos_parto_depresion-1,a0821i-Si.
pos_parto_depresion-2,a0821i-No.
pos_parto_depresion-9,a0821i-NS/NR.
pos_parto_hemorragia-1,a0821a-Si.
pos_parto_hemorragia-2,a0821a-No.
pos_parto_hemorragia-9,a0821a-NS/NR.
pos_parto_higiene_manos-1,a0821g-Si.
pos_parto_higiene_manos-2,a0821g-No.
pos_parto_higiene_manos-9,a0821g-NS/NR.
pos_parto_inf_dormir_bebe-1,a0821j-Si.
pos_parto_inf_dormir_bebe-2,a0821j-No.
pos_parto_inf_dormir_bebe-9,a0821j-NS/NR.
pos_parto_inf_lactancia-1,a0821f-Si.
pos_parto_inf_lactancia-2,a0821f-No.
pos_parto_inf_lactancia-9,a0821f-NS/NR.
pos_parto_infecciones-1,a0821c-Si.
pos_parto_infecciones-2,a0821c-No.
pos_parto_infecciones-9,a0821c-NS/NR.
pos_parto_nutricion-1,a0821e-Si.
pos_parto_nutricion-2,a0821e-No.
pos_parto_nutricion-9,a0821e-NS/NR.
pos_parto_presion_alta-1,a0821b-Si.
pos_parto_presion_alta-2,a0821b-No.
pos_parto_presion_alta-9,a0821b-NS/NR.
potencian_trabajo_distancia-1,h1507-Muy frecuentemente
potencian_trabajo_distancia-2,h1507-Frecuentemente
potencian_trabajo_distancia-3,h1507-Ocasionalmente
potencian_trabajo_distancia-4,h1507-Rara vez
potencian_trabajo_distancia-5,h1507-Nunca
pq_no_tiene_cartilla-1,a0902-No se la han dado.
pq_no_tiene_cartilla-2,a0902-La extravió.
pq_no_tiene_cartilla-3,a0902-No le han dado la reposición.
pq_no_tiene_cartilla-4,a0902-No la tiene disponible en este momento.
pq_no_tiene_cartilla-5,a0902-Vivienda afectada por sismo u otro desastre Natural.
pq_no_tiene_cartilla-6,a0902-Otra.
pq_no_tiene_cartilla-9,a0902-No  sabe.
pq_no_tiene_infor_cartilla-1,a0903-No se ha vacunado.
pq_no_tiene_infor_cartilla-2,"a0903-Se vacunó, tiene documento probatorio o comprobante, pero no"
pq_no_tiene_infor_cartilla-3,a0903-No sabe / No responde.
preocupacion_acceso_agua-1,h0801-Nunca (0 veces en las últimas 4 semanas)
preocupacion_acceso_agua-2,h0801-Raramente (1-2 veces en las últimas 4 semanas)
preocupacion_acceso_agua-3,h0801-A veces (3-10 veces en las últimas 4 semanas)
preocupacion_acceso_agua-4,h0801-Frecuentemente (11-20 veces en las últimas 4 semana)
preocupacion_acceso_agua-5,h0801-Siempre (Más de 20 veces en las últimas 4 semanas)
preocupacion_acceso_agua-88,h0801-No aplica
preocupacion_acceso_agua-99,h0801-No sabe
primera_rel_sex_evita_enf_1-1,a0803a-Condón o preservativo masculino.
primera_rel_sex_evita_enf_1-2,a0803a-Condón femenino.
primera_rel_sex_evita_enf_1-3,a0803a-Pastillas de anticoncepción de emergencia o del día siguient
primera_rel_sex_evita_enf_1-4,a0803a-Pastillas o píldoras.
primera_rel_sex_evita_enf_1-5,a0803a-Inyecciones.
primera_rel_sex_evita_enf_1-6,a0803a-Parche anticonceptivo.
primera_rel_sex_evita_enf_1-7,"a0803a-Dispositivo, DIU o aparato."
primera_rel_sex_evita_enf_1-8,"a0803a-Implantes, tubos o norplant."
primera_rel_sex_evita_enf_1-9,"a0803a-Óvulos, jaleas, espuma o diafragma."
primera_rel_sex_evita_enf_1-10,"a0803a-Ritmo, calendario, termómetro, Billings."
primera_rel_sex_evita_enf_1-11,a0803a-Retiro o coito interrumpido.
primera_rel_sex_evita_enf_1-14,a0803a-Nada.
primera_rel_sex_evita_enf_1-77,a0803a-Otro (especifique).
primera_rel_sex_evita_enf_1-88,a0803a-No recuerda.
primera_rel_sex_evita_enf_1-99,a0803a-NS/NR.
primera_rel_sex_evita_enf_2-1,a0803b-Condón o preservativo masculino.
primera_rel_sex_evita_enf_2-2,a0803b-Condón femenino.
primera_rel_sex_evita_enf_2-3,a0803b-Pastillas de anticoncepción de emergencia o del día siguient
primera_rel_sex_evita_enf_2-4,a0803b-Pastillas o píldoras.
primera_rel_sex_evita_enf_2-5,a0803b-Inyecciones.
primera_rel_sex_evita_enf_2-6,a0803b-Parche anticonceptivo.
primera_rel_sex_evita_enf_2-7,"a0803b-Dispositivo, DIU o aparato."
primera_rel_sex_evita_enf_2-8,"a0803b-Implantes, tubos o norplant."
primera_rel_sex_evita_enf_2-9,"a0803b-Óvulos, jaleas, espuma o diafragma."
primera_rel_sex_evita_enf_2-10,"a0803b-Ritmo, calendario, termómetro, Billings."
primera_rel_sex_evita_enf_2-11,a0803b-Retiro o coito interrumpido.
primera_rel_sex_evita_enf_2-14,a0803b-Nada.
primera_rel_sex_evita_enf_2-77,a0803b-Otro (especifique).
primera_rel_sex_evita_enf_2-88,a0803b-No recuerda.
primera_rel_sex_evita_enf_2-99,a0803b-NS/NR.
problema_salud_x_accidente-1,a1109-Ningún problema
problema_salud_x_accidente-2,a1109-Limitación o dificultad para moverse o caminar (o lo hace co
problema_salud_x_accidente-3,a1109-Limitación o dificultad para usar sus brazos y manos
problema_salud_x_accidente-4,a1109-Dificultad para oír
problema_salud_x_accidente-5,a1109-Dificultad para hablar
problema_salud_x_accidente-6,a1109-Dificultar para ver o ceguera
problema_salud_x_accidente-7,a1109-Otra limitación física o mental (especifique)
problema_salud_x_accidente-9,a1109-NS/NR
problema_salud_x_violencia-1,a1208-Ningún problema
problema_salud_x_violencia-2,a1208-Limitación o dificultad para moverse o caminar (o lo hace co
problema_salud_x_violencia-3,a1208-Limitación o dificultad para usar sus brazos y manos
problema_salud_x_violencia-4,a1208-Dificultad para oír
problema_salud_x_violencia-5,a1208-Dificultad para hablar
problema_salud_x_violencia-6,a1208-Dificultar para ver o ceguera
problema_salud_x_violencia-7,a1208-Otra limitación física o mental (especifique)
problema_salud_x_violencia-9,a1208-NS/NR
propietario_vivienda-1,h0125-es rentada?
propietario_vivienda-2,h0125-es prestada?
propietario_vivienda-3,h0125-es propia pero la están pagando?
propietario_vivienda-4,h0125-es propia?
propietario_vivienda-5,h0125-está intestada o en litigio?
propietario_vivienda-6,h0125-está en otra situación?
prueba_cancer-1,a1001d-Sí
prueba_cancer-2,a1001d-No
prueba_cancer_algun_sintoma-1,a1003d-Sí
prueba_cancer_algun_sintoma-2,a1003d-No
prueba_cancer_diagnostico-1,a1005d-Positivo
prueba_cancer_diagnostico-2,a1005d-Bien o Negativo
prueba_cancer_diagnostico-8,a1005d-No responde
prueba_cancer_diagnostico-9,a1005d-No sabe
prueba_cancer_institucion-1,a1002d-IMSS Prospera
prueba_cancer_institucion-2,a1002d-IMSS
prueba_cancer_institucion-3,a1002d-Secretaria de Salud
prueba_cancer_institucion-4,a1002d-Seguro Popular (SSA)
prueba_cancer_institucion-5,"a1002d-DIF, Cruz Roja, INI"
prueba_cancer_institucion-6,"a1002d-ISSSTE, ISSSTE Estatal"
prueba_cancer_institucion-7,"a1002d-Marina, Defensa, Pemex"
prueba_cancer_institucion-8,"a1002d-Consultorio, clinica u hospital privado"
prueba_cancer_institucion-9,a1002d-Hospital Civil
prueba_cancer_institucion-10,a1002d-Instituciones nacionales
prueba_cancer_institucion-11,a1002d-Consultorios dependientes de farmacias
prueba_cancer_institucion-12,a1002d-Otra institución
prueba_cancer_institucion-99,a1002d-Nos sabe
prueba_cancer_prostata-1,a1001j-Sí
prueba_cancer_prostata-2,a1001j-No
prueba_cancer_prostata_diagnostico-1,a1005j-Positivo
prueba_cancer_prostata_diagnostico-2,a1005j-Bien o Negativo
prueba_cancer_prostata_diagnostico-8,a1005j-No responde
prueba_cancer_prostata_diagnostico-9,a1005j-No sabe
prueba_cancer_prostata_institucion-1,a1002j-IMSS Prospera
prueba_cancer_prostata_institucion-2,a1002j-IMSS
prueba_cancer_prostata_institucion-3,a1002j-Secretaria de Salud
prueba_cancer_prostata_institucion-4,a1002j-Seguro Popular (SSA)
prueba_cancer_prostata_institucion-5,"a1002j-DIF, Cruz Roja, INI"
prueba_cancer_prostata_institucion-6,"a1002j-ISSSTE, ISSSTE Estatal"
prueba_cancer_prostata_institucion-7,"a1002j-Marina, Defensa, Pemex"
prueba_cancer_prostata_institucion-8,"a1002j-Consultorio, clinica u hospital privado"
prueba_cancer_prostata_institucion-9,a1002j-Hospital Civil
prueba_cancer_prostata_institucion-10,a1002j-Instituciones nacionales
prueba_cancer_prostata_institucion-11,a1002j-Consultorios dependientes de farmacias
prueba_cancer_prostata_institucion-12,a1002j-Otra institución
prueba_cancer_prostata_institucion-99,a1002j-Nos sabe
prueba_cancer_prostata_resultado-1,a1004j-Sí
prueba_cancer_prostata_resultado-2,a1004j-No
prueba_cancer_prostata_sintoma-1,a1003j-Sí
prueba_cancer_prostata_sintoma-2,a1003j-No
prueba_cancer_resultados-1,a1004d-Sí
prueba_cancer_resultados-2,a1004d-No
prueba_col_trig-1,a1001i-Sí
prueba_col_trig-2,a1001i-No
prueba_col_trig_diagnostico-1,a1005i-Positivo
prueba_col_trig_diagnostico-2,a1005i-Bien o Negativo
prueba_col_trig_diagnostico-8,a1005i-No responde
prueba_col_trig_diagnostico-9,a1005i-No sabe
prueba_col_trig_institucion-1,a1002i-IMSS Prospera
prueba_col_trig_institucion-2,a1002i-IMSS
prueba_col_trig_institucion-3,a1002i-Secretaria de Salud
prueba_col_trig_institucion-4,a1002i-Seguro Popular (SSA)
prueba_col_trig_institucion-5,"a1002i-DIF, Cruz Roja, INI"
prueba_col_trig_institucion-6,"a1002i-ISSSTE, ISSSTE Estatal"
prueba_col_trig_institucion-7,"a1002i-Marina, Defensa, Pemex"
prueba_col_trig_institucion-8,"a1002i-Consultorio, clinica u hospital privado"
prueba_col_trig_institucion-9,a1002i-Hospital Civil
prueba_col_trig_institucion-10,a1002i-Instituciones nacionales
prueba_col_trig_institucion-11,a1002i-Consultorios dependientes de farmacias
prueba_col_trig_institucion-12,a1002i-Otra institución
prueba_col_trig_institucion-99,a1002i-Nos sabe
prueba_col_trig_resultado-1,a1004i-Sí
prueba_col_trig_resultado-2,a1004i-No
prueba_col_trig_sintoma-1,a1003i-Sí
prueba_col_trig_sintoma-2,a1003i-No
prueba_diabetes-1,a1001g-Sí
prueba_diabetes-2,a1001g-No
prueba_diabetes_diagnostico-1,a1005g-Positivo
prueba_diabetes_diagnostico-2,a1005g-Bien o Negativo
prueba_diabetes_diagnostico-8,a1005g-No responde
prueba_diabetes_diagnostico-9,a1005g-No sabe
prueba_diabetes_institucion-1,a1002g-IMSS Prospera
prueba_diabetes_institucion-2,a1002g-IMSS
prueba_diabetes_institucion-3,a1002g-Secretaria de Salud
prueba_diabetes_institucion-4,a1002g-Seguro Popular (SSA)
prueba_diabetes_institucion-5,"a1002g-DIF, Cruz Roja, INI"
prueba_diabetes_institucion-6,"a1002g-ISSSTE, ISSSTE Estatal"
prueba_diabetes_institucion-7,"a1002g-Marina, Defensa, Pemex"
prueba_diabetes_institucion-8,"a1002g-Consultorio, clinica u hospital privado"
prueba_diabetes_institucion-9,a1002g-Hospital Civil
prueba_diabetes_institucion-10,a1002g-Instituciones nacionales
prueba_diabetes_institucion-11,a1002g-Consultorios dependientes de farmacias
prueba_diabetes_institucion-12,a1002g-Otra institución
prueba_diabetes_institucion-99,a1002g-Nos sabe
prueba_diabetes_intoma-1,a1003g-Sí
prueba_diabetes_intoma-2,a1003g-No
prueba_diabetes_resultado-1,a1004g-Sí
prueba_diabetes_resultado-2,a1004g-No
prueba_exploracion_clinica-1,a1001c-Sí
prueba_exploracion_clinica-2,a1001c-No
prueba_exploracion_clinica_diagnostico-1,a1005c-Positivo
prueba_exploracion_clinica_diagnostico-2,a1005c-Bien o Negativo
prueba_exploracion_clinica_diagnostico-8,a1005c-No responde
prueba_exploracion_clinica_diagnostico-9,a1005c-No sabe
prueba_exploracion_clinica_institucion-1,a1002c-IMSS Prospera
prueba_exploracion_clinica_institucion-2,a1002c-IMSS
prueba_exploracion_clinica_institucion-3,a1002c-Secretaria de Salud
prueba_exploracion_clinica_institucion-4,a1002c-Seguro Popular (SSA)
prueba_exploracion_clinica_institucion-5,"a1002c-DIF, Cruz Roja, INI"
prueba_exploracion_clinica_institucion-6,"a1002c-ISSSTE, ISSSTE Estatal"
prueba_exploracion_clinica_institucion-7,"a1002c-Marina, Defensa, Pemex"
prueba_exploracion_clinica_institucion-8,"a1002c-Consultorio, clinica u hospital privado"
prueba_exploracion_clinica_institucion-9,a1002c-Hospital Civil
prueba_exploracion_clinica_institucion-10,a1002c-Instituciones nacionales
prueba_exploracion_clinica_institucion-11,a1002c-Consultorios dependientes de farmacias
prueba_exploracion_clinica_institucion-12,a1002c-Otra institución
prueba_exploracion_clinica_institucion-99,a1002c-Nos sabe
prueba_exploracion_clinica_resultados-1,a1004c-Sí
prueba_exploracion_clinica_resultados-2,a1004c-No
prueba_exploracion_clinica_sintoma-1,a1003c-Sí
prueba_exploracion_clinica_sintoma-2,a1003c-No
prueba_hipertension-1,a1001h-Sí
prueba_hipertension-2,a1001h-No
prueba_hipertension_diagnostico-1,a1005h-Positivo
prueba_hipertension_diagnostico-2,a1005h-Bien o Negativo
prueba_hipertension_diagnostico-8,a1005h-No responde
prueba_hipertension_diagnostico-9,a1005h-No sabe
prueba_hipertension_institucion-1,a1002h-IMSS Prospera
prueba_hipertension_institucion-2,a1002h-IMSS
prueba_hipertension_institucion-3,a1002h-Secretaria de Salud
prueba_hipertension_institucion-4,a1002h-Seguro Popular (SSA)
prueba_hipertension_institucion-5,"a1002h-DIF, Cruz Roja, INI"
prueba_hipertension_institucion-6,"a1002h-ISSSTE, ISSSTE Estatal"
prueba_hipertension_institucion-7,"a1002h-Marina, Defensa, Pemex"
prueba_hipertension_institucion-8,"a1002h-Consultorio, clinica u hospital privado"
prueba_hipertension_institucion-9,a1002h-Hospital Civil
prueba_hipertension_institucion-10,a1002h-Instituciones nacionales
prueba_hipertension_institucion-11,a1002h-Consultorios dependientes de farmacias
prueba_hipertension_institucion-12,a1002h-Otra institución
prueba_hipertension_institucion-99,a1002h-Nos sabe
prueba_hipertension_resultado-1,a1004h-Sí
prueba_hipertension_resultado-2,a1004h-No
prueba_hipertension_sintoma-1,a1003h-Sí
prueba_hipertension_sintoma-2,a1003h-No
prueba_pap_algun_sintoma-1,a1003a-Sí
prueba_pap_algun_sintoma-2,a1003a-No
prueba_pap_diagnostico-1,a1005a-Positivo
prueba_pap_diagnostico-2,a1005a-Bien o Negativo
prueba_pap_diagnostico-8,a1005a-No responde
prueba_pap_diagnostico-9,a1005a-No sabe
prueba_pap_institucion-1,a1002a-IMSS Prospera
prueba_pap_institucion-2,a1002a-IMSS
prueba_pap_institucion-3,a1002a-Secretaria de Salud
prueba_pap_institucion-4,a1002a-Seguro Popular (SSA)
prueba_pap_institucion-5,"a1002a-DIF, Cruz Roja, INI"
prueba_pap_institucion-6,"a1002a-ISSSTE, ISSSTE Estatal"
prueba_pap_institucion-7,"a1002a-Marina, Defensa, Pemex"
prueba_pap_institucion-8,"a1002a-Consultorio, clinica u hospital privado"
prueba_pap_institucion-9,a1002a-Hospital Civil
prueba_pap_institucion-10,a1002a-Instituciones nacionales
prueba_pap_institucion-11,a1002a-Consultorios dependientes de farmacias
prueba_pap_institucion-12,a1002a-Otra institución
prueba_pap_institucion-99,a1002a-Nos sabe
prueba_pap_resultado-1,a1004a-Sí
prueba_pap_resultado-2,a1004a-No
prueba_papanicolaou-1,a1001a-Sí
prueba_papanicolaou-2,a1001a-No
prueba_sobrepeso_obes-1,a1001f-Sí
prueba_sobrepeso_obes-2,a1001f-No
prueba_sobrepeso_obes_diagnostico-1,a1005f-Positivo
prueba_sobrepeso_obes_diagnostico-2,a1005f-Bien o Negativo
prueba_sobrepeso_obes_diagnostico-8,a1005f-No responde
prueba_sobrepeso_obes_diagnostico-9,a1005f-No sabe
prueba_sobrepeso_obes_institucion-1,a1002f-IMSS Prospera
prueba_sobrepeso_obes_institucion-2,a1002f-IMSS
prueba_sobrepeso_obes_institucion-3,a1002f-Secretaria de Salud
prueba_sobrepeso_obes_institucion-4,a1002f-Seguro Popular (SSA)
prueba_sobrepeso_obes_institucion-5,"a1002f-DIF, Cruz Roja, INI"
prueba_sobrepeso_obes_institucion-6,"a1002f-ISSSTE, ISSSTE Estatal"
prueba_sobrepeso_obes_institucion-7,"a1002f-Marina, Defensa, Pemex"
prueba_sobrepeso_obes_institucion-8,"a1002f-Consultorio, clinica u hospital privado"
prueba_sobrepeso_obes_institucion-9,a1002f-Hospital Civil
prueba_sobrepeso_obes_institucion-10,a1002f-Instituciones nacionales
prueba_sobrepeso_obes_institucion-11,a1002f-Consultorios dependientes de farmacias
prueba_sobrepeso_obes_institucion-12,a1002f-Otra institución
prueba_sobrepeso_obes_institucion-99,a1002f-Nos sabe
prueba_sobrepeso_obes_resultado-1,a1004f-Sí
prueba_sobrepeso_obes_resultado-2,a1004f-No
prueba_sobrepeso_obes_sintoma-1,a1003f-Sí
prueba_sobrepeso_obes_sintoma-2,a1003f-No
prueba_sobrepeso_obes_tratamiento-1,a1006f-Sí
prueba_sobrepeso_obes_tratamiento-2,a1006f-No
prueba_tacto_rectal-1,a1001k-Sí
prueba_tacto_rectal-2,a1001k-No
prueba_tuberculosis-1,a1001e-Sí
prueba_tuberculosis-2,a1001e-No
prueba_tuberculosis_diagnostico-1,a1005e-Positivo
prueba_tuberculosis_diagnostico-2,a1005e-Bien o Negativo
prueba_tuberculosis_diagnostico-8,a1005e-No responde
prueba_tuberculosis_diagnostico-9,a1005e-No sabe
prueba_tuberculosis_institucion-1,a1002e-IMSS Prospera
prueba_tuberculosis_institucion-2,a1002e-IMSS
prueba_tuberculosis_institucion-3,a1002e-Secretaria de Salud
prueba_tuberculosis_institucion-4,a1002e-Seguro Popular (SSA)
prueba_tuberculosis_institucion-5,"a1002e-DIF, Cruz Roja, INI"
prueba_tuberculosis_institucion-6,"a1002e-ISSSTE, ISSSTE Estatal"
prueba_tuberculosis_institucion-7,"a1002e-Marina, Defensa, Pemex"
prueba_tuberculosis_institucion-8,"a1002e-Consultorio, clinica u hospital privado"
prueba_tuberculosis_institucion-9,a1002e-Hospital Civil
prueba_tuberculosis_institucion-10,a1002e-Instituciones nacionales
prueba_tuberculosis_institucion-11,a1002e-Consultorios dependientes de farmacias
prueba_tuberculosis_institucion-12,a1002e-Otra institución
prueba_tuberculosis_institucion-99,a1002e-Nos sabe
prueba_tuberculosis_resultado-1,a1004e-Sí
prueba_tuberculosis_resultado-2,a1004e-No
prueba_tuberculosis_sintoma-1,a1003e-Sí
prueba_tuberculosis_sintoma-2,a1003e-No
prueba_vih-1,"a0824-Sí, en los últimos 12 meses."
prueba_vih-2,"a0824-Sí, hace más de un año."
prueba_vih-8,a0824-No recuerda.
prueba_vih-9,a0824-No responde.
prueba_vph-1,a1001b-Sí
prueba_vph-2,a1001b-No
prueba_vph_algun_sintoma-1,a1003b-Sí
prueba_vph_algun_sintoma-2,a1003b-No
prueba_vph_diagnostico-1,a1005b-Positivo
prueba_vph_diagnostico-2,a1005b-Bien o Negativo
prueba_vph_diagnostico-8,a1005b-No responde
prueba_vph_diagnostico-9,a1005b-No sabe
prueba_vph_institucion-1,a1002b-IMSS Prospera
prueba_vph_institucion-2,a1002b-IMSS
prueba_vph_institucion-3,a1002b-Secretaria de Salud
prueba_vph_institucion-4,a1002b-Seguro Popular (SSA)
prueba_vph_institucion-5,"a1002b-DIF, Cruz Roja, INI"
prueba_vph_institucion-6,"a1002b-ISSSTE, ISSSTE Estatal"
prueba_vph_institucion-7,"a1002b-Marina, Defensa, Pemex"
prueba_vph_institucion-8,"a1002b-Consultorio, clinica u hospital privado"
prueba_vph_institucion-9,a1002b-Hospital Civil
prueba_vph_institucion-10,a1002b-Instituciones nacionales
prueba_vph_institucion-11,a1002b-Consultorios dependientes de farmacias
prueba_vph_institucion-12,a1002b-Otra institución
prueba_vph_institucion-99,a1002b-Nos sabe
prueba_vph_resultado-1,a1004b-Sí
prueba_vph_resultado-2,a1004b-No
puede_mostrar_cart_vacunacion-1,a0901-Sí mostró la Cartilla Nacional de Salud(Hombres o Mujeres de
puede_mostrar_cart_vacunacion-2,a0901-Tiene documento probatorio o comprobante.
puede_mostrar_cart_vacunacion-3,"a0901-Sí la tiene, pero no la mostró."
