"subcategoria","var","var_alias","description","visibility","var_type","is_category"
"Comercio al por menor","468413_2019","Gaslp_2019","Comercio al por menor de gas LP en estaciones de carburación","visible","integer",FALSE
"Comercio al por menor","468414_2019","Comercio_2019","Comercio al por menor en estaciones de gas natural vehicular","visible","integer",FALSE
"Comercio al por menor","468419_2019","Combustibl_2019","Comercio al por menor de otros combustibles","visible","integer",FALSE
"Comercio al por menor","468420_2019","Aceites_2019","Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor","visible","integer",FALSE
"Comercio al por menor","469110_2019","Intermedia_2019","Intermediación de comercio al por menor, y comercio al por menor a través de catálogos impresos, televisión y similares","visible","integer",FALSE
"Industrias manufactureras","481111_2019","Aéreo_2019","Transporte aéreo regular en líneas aéreas nacionales","visible","integer",FALSE
"Industrias manufactureras","481112_2019","Aéreo_2019","Transporte aéreo regular en líneas aéreas extranjeras","visible","integer",FALSE
"Industrias manufactureras","481210_2019","Aéreo_2019","Transporte aéreo no regular","visible","integer",FALSE
"Industrias manufactureras","482110_2019","Porferroca_2019","Transporte por ferrocarril","visible","integer",FALSE
"Industrias manufactureras","483111_2019","Marítimo_2019","Transporte marítimo de altura, excepto de petróleo y gas natural","visible","integer",FALSE
"Industrias manufactureras","483112_2019","Marítimo_2019","Transporte marítimo de cabotaje, excepto de petróleo y gas natural","visible","integer",FALSE
"Industrias manufactureras","483113_2019","Marítimo_2019","Transporte marítimo de petróleo y gas natural","visible","integer",FALSE
"Industrias manufactureras","483210_2019","Poraguas_2019","Transporte por aguas interiores","visible","integer",FALSE
"Industrias manufactureras","484111_2019","Autotransp_2019","Autotransporte local de productos agrícolas sin refrigeración","visible","integer",FALSE
"Industrias manufactureras","484119_2019","Autotransp_2019","Otro autotransporte local de carga general","visible","integer",FALSE
"Industrias manufactureras","484121_2019","Autotransp_2019","Autotransporte foráneo de productos agrícolas sin refrigeración","visible","integer",FALSE
"Industrias manufactureras","484129_2019","Autotransp_2019","Otro autotransporte foráneo de carga general","visible","integer",FALSE
"Industrias manufactureras","484210_2019","Mudanzas_2019","Servicios de mudanzas","visible","integer",FALSE
"Industrias manufactureras","484221_2019","Autotransp_2019","Autotransporte local de materiales para la construcción","visible","integer",FALSE
"Industrias manufactureras","484222_2019","Autotransp_2019","Autotransporte local de materiales y residuos peligrosos","visible","integer",FALSE
"Industrias manufactureras","484223_2019","Autotransp_2019","Autotransporte local con refrigeración","visible","integer",FALSE
"Industrias manufactureras","484224_2019","Autotransp_2019","Autotransporte local de madera","visible","integer",FALSE
"Industrias manufactureras","484229_2019","Autotransp_2019","Otro autotransporte local de carga especializado","visible","integer",FALSE
"Industrias manufactureras","484231_2019","Autotransp_2019","Autotransporte foráneo de materiales para la construcción","visible","integer",FALSE
"Industrias manufactureras","484232_2019","Autotransp_2019","Autotransporte foráneo de materiales y residuos peligrosos","visible","integer",FALSE
"Industrias manufactureras","484233_2019","Autotransp_2019","Autotransporte foráneo con refrigeración","visible","integer",FALSE
"Industrias manufactureras","484234_2019","Autotransp_2019","Autotransporte foráneo de madera","visible","integer",FALSE
"Industrias manufactureras","484239_2019","Autotransp_2019","Otro autotransporte foráneo de carga especializado","visible","integer",FALSE
"Industrias manufactureras","485111_2019","Colectivo_2019","Transporte colectivo urbano y suburbano de pasajeros en autobuses de ruta fija","visible","integer",FALSE
"Industrias manufactureras","485112_2019","Colectivo_2019","Transporte colectivo urbano y suburbano de pasajeros en automóviles de ruta fija","visible","integer",FALSE
"Industrias manufactureras","485113_2019","Colectivo_2019","Transporte colectivo urbano y suburbano de pasajeros en trolebuses y trenes ligeros","visible","integer",FALSE
"Industrias manufactureras","485114_2019","Colectivo_2019","Transporte colectivo urbano y suburbano de pasajeros en metro","visible","integer",FALSE
"Industrias manufactureras","485115_2019","Colectivo_2019","Transporte colectivo urbano y suburbano de pasajeros en autobuses que transitan en carril exclusivo","visible","integer",FALSE
"Industrias manufactureras","485210_2019","Colectivo_2019","Transporte colectivo foráneo de pasajeros de ruta fija","visible","integer",FALSE
"Industrias manufactureras","485311_2019","Pasajeros_2019","Transporte de pasajeros en taxis de sitio","visible","integer",FALSE
"Industrias manufactureras","485312_2019","Pasajeros_2019","Transporte de pasajeros en taxis de ruleteo","visible","integer",FALSE
"Industrias manufactureras","485320_2019","Automóvile_2019","Alquiler de automóviles con chofer","visible","integer",FALSE
"Industrias manufactureras","485410_2019","Escolar_2019","Transporte escolar y de personal","visible","integer",FALSE
"Industrias manufactureras","485510_2019","Autobuses_2019","Alquiler de autobuses con chofer","visible","integer",FALSE
"Industrias manufactureras","485990_2019","Transporte_2019","Otro transporte terrestre de pasajeros","visible","integer",FALSE
"Industrias manufactureras","486110_2019","Petróleo_2019","Transporte de petróleo crudo por ductos","visible","integer",FALSE
"Industrias manufactureras","486210_2019","Gasnatural_2019","Transporte de gas natural por ductos","visible","integer",FALSE
"Industrias manufactureras","486910_2019","Porductos_2019","Transporte por ductos de productos refinados del petróleo","visible","integer",FALSE
"Industrias manufactureras","486990_2019","Porductos_2019","Transporte por ductos de otros productos, excepto de productos refinados del petróleo","visible","integer",FALSE
"Industrias manufactureras","487110_2019","Turístico_2019","Transporte turístico por tierra","visible","integer",FALSE
"Industrias manufactureras","487210_2019","Turístico_2019","Transporte turístico por agua","visible","integer",FALSE
"Industrias manufactureras","487990_2019","Transporte_2019","Otro transporte turístico","visible","integer",FALSE
"Industrias manufactureras","488111_2019","Servicios_2019","Servicios a la navegación aérea","visible","integer",FALSE
"Industrias manufactureras","488112_2019","Aeropuerto_2019","Administración de aeropuertos y helipuertos","visible","integer",FALSE
"Industrias manufactureras","488190_2019","Relacionad_2019","Otros servicios relacionados con el transporte aéreo","visible","integer",FALSE
"Industrias manufactureras","488210_2019","Servicios_2019","Servicios relacionados con el transporte por ferrocarril","visible","integer",FALSE
"Industrias manufactureras","488310_2019","Puertos_2019","Administración de puertos y muelles","visible","integer",FALSE
"Industrias manufactureras","488320_2019","Carga_2019","Servicios de carga y descarga para el transporte por agua","visible","integer",FALSE
"Industrias manufactureras","488330_2019","Servicios_2019","Servicios para la navegación por agua","visible","integer",FALSE
"Industrias manufactureras","488390_2019","Relacionad_2019","Otros servicios relacionados con el transporte por agua","visible","integer",FALSE
"Industrias manufactureras","488410_2019","Grúa_2019","Servicios de grúa","visible","integer",FALSE
"Industrias manufactureras","488491_2019","Administra_2019","Servicios de administración de centrales camioneras","visible","integer",FALSE
"Industrias manufactureras","488492_2019","Administra_2019","Servicios de administración de carreteras, puentes y servicios auxiliares","visible","integer",FALSE
"Industrias manufactureras","488493_2019","Báscula_2019","Servicios de báscula para el transporte y otros servicios relacionados con el transporte por carretera","visible","integer",FALSE
"Industrias manufactureras","488511_2019","Agencias_2019","Servicios de agencias aduanales","visible","integer",FALSE
"Industrias manufactureras","488519_2019","Intermedia_2019","Otros servicios de intermediación para el transporte de carga","visible","integer",FALSE
"Industrias manufactureras","488990_2019","Relacionad_2019","Otros servicios relacionados con el transporte","visible","integer",FALSE
"Industrias manufactureras","491110_2019","Servicios_2019","Servicios postales","visible","integer",FALSE
"Industrias manufactureras","492110_2019","Mensajería_2019","Servicios de mensajería y paquetería foránea","visible","integer",FALSE
"Industrias manufactureras","492210_2019","Mensajería_2019","Servicios de mensajería y paquetería local","visible","integer",FALSE
"Industrias manufactureras","493111_2019","Almacenes_2019","Almacenes generales de depósito","visible","integer",FALSE
"Industrias manufactureras","493119_2019","Almacenami_2019","Otros servicios de almacenamiento general sin instalaciones especializadas","visible","integer",FALSE
"Industrias manufactureras","493120_2019","Almacenami_2019","Almacenamiento con refrigeración","visible","integer",FALSE
"Industrias manufactureras","493130_2019","Almacenami_2019","Almacenamiento de productos agrícolas que no requieren refrigeración","visible","integer",FALSE
"Industrias manufactureras","493190_2019","Almacenami_2019","Otros servicios de almacenamiento con instalaciones especializadas","visible","integer",FALSE
NA,"511111_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511112_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511121_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511122_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511131_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511132_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511141_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511142_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511191_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511192_2019","NA_2019",NA,"visible","integer",FALSE
NA,"511210_2019","NA_2019",NA,"visible","integer",FALSE
"Información en medios masivos","512111_2019","Películas_2019","Producción de películas","visible","integer",FALSE
"Información en medios masivos","512112_2019","Programas_2019","Producción de programas para la televisión","visible","integer",FALSE
"Información en medios masivos","512113_2019","Videoclips_2019","Producción de videoclips, comerciales y otros materiales audiovisuales","visible","integer",FALSE
"Información en medios masivos","512120_2019","Distribuci_2019","Distribución de películas y de otros materiales audiovisuales","visible","integer",FALSE
"Información en medios masivos","512130_2019","Exhibición_2019","Exhibición de películas y otros materiales audiovisuales","visible","integer",FALSE
"Información en medios masivos","512190_2019","Postproduc_2019","Servicios de postproducción y otros servicios para la industria fílmica y del video","visible","integer",FALSE
"Información en medios masivos","512230_2019","Editoras_2019","Editoras de música","visible","integer",FALSE
